EmployeeNumber,Age,Gender,MaritalStatus,Education,Department,JobRole,JobLevel,BusinessTravel,OverTime,MonthlyIncome,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,YearsSinceLastPromotion,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TrainingTimesLastYear,SalarySlab,AgeBand,TenureBand,Attrition
912,39,Male,Divorced,3,Sales,Sales Executive,1,Travel_Rarely,No,11332,21.1,1,18,3,1,0,1,3,3,2,4,2,4,<=35K,36-45,0-3 yrs,No
913,23,Male,Divorced,4,Research & Development,Manager,1,Travel_Rarely,Yes,17794,21.1,2,4,0,0,0,0,3,3,2,3,1,4,<=35K,18-25,0-3 yrs,No
914,43,Female,Single,4,Research & Development,Laboratory Technician,2,Travel_Frequently,Yes,32736,11.4,0,23,2,2,0,2,3,1,3,4,2,4,<=35K,36-45,0-3 yrs,No
915,33,Male,Divorced,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,34060,14.4,3,14,1,0,1,1,3,2,2,1,3,3,<=35K,26-35,0-3 yrs,No
916,26,Male,Married,2,Research & Development,Research Director,2,Non-Travel,No,38803,15.6,0,6,0,0,0,0,3,3,4,4,3,0,35K-60K,26-35,0-3 yrs,No
917,32,Female,Single,4,Sales,Sales Representative,1,Travel_Rarely,No,10000,11.6,3,12,0,0,0,0,3,1,2,2,3,2,<=35K,26-35,0-3 yrs,Yes
918,48,Male,Divorced,3,Human Resources,Manager,4,Travel_Frequently,Yes,52204,11.0,0,26,9,0,1,1,4,4,4,3,3,3,35K-60K,46+,8+ yrs,No
919,32,Female,Married,1,Research & Development,Manager,1,Travel_Rarely,Yes,16836,14.4,1,13,12,0,4,3,3,3,4,4,3,2,<=35K,26-35,8+ yrs,No
920,40,Female,Single,3,Sales,Sales Representative,1,Travel_Rarely,No,10000,14.0,0,18,15,2,4,2,3,3,4,2,3,3,<=35K,36-45,8+ yrs,No
921,30,Male,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,57022,13.8,0,9,9,3,3,0,3,1,1,4,3,3,35K-60K,26-35,8+ yrs,No
922,43,Male,Single,3,Research & Development,Manager,2,Travel_Frequently,Yes,34125,16.0,2,23,10,9,10,0,3,3,1,1,4,2,<=35K,36-45,8+ yrs,Yes
923,43,Male,Married,2,Research & Development,Healthcare Representative,1,Non-Travel,No,14373,20.5,1,25,0,0,0,0,3,2,3,1,2,2,<=35K,36-45,0-3 yrs,Yes
924,53,Male,Married,3,Research & Development,Research Director,2,Travel_Rarely,Yes,25876,14.1,3,33,9,4,1,1,3,1,4,4,3,3,<=35K,46+,8+ yrs,No
925,35,Female,Divorced,4,Research & Development,Laboratory Technician,1,Travel_Rarely,No,11158,15.8,1,14,9,0,1,2,3,4,4,1,4,5,<=35K,26-35,8+ yrs,No
926,42,Female,Single,4,Sales,Sales Executive,3,Travel_Rarely,No,45241,17.9,0,22,0,0,0,0,3,2,3,3,3,4,35K-60K,36-45,0-3 yrs,No
927,37,Male,Married,4,Sales,Manager,3,Travel_Rarely,Yes,45895,17.3,0,15,6,3,5,3,3,4,1,4,3,1,35K-60K,36-45,4-7 yrs,No
928,48,Female,Married,5,Research & Development,Laboratory Technician,2,Non-Travel,No,26346,12.9,3,29,3,2,2,1,3,1,2,4,3,3,<=35K,46+,0-3 yrs,No
929,30,Female,Married,1,Research & Development,Laboratory Technician,3,Travel_Rarely,No,42814,15.6,1,12,12,0,4,6,3,4,2,4,3,4,35K-60K,26-35,8+ yrs,No
930,43,Female,Single,3,Sales,Manager,3,Travel_Rarely,No,55754,17.2,1,21,7,0,0,0,3,3,3,4,3,3,35K-60K,36-45,4-7 yrs,No
931,35,Male,Married,3,Sales,Sales Executive,1,Non-Travel,No,26076,11.0,0,16,16,3,9,2,3,3,2,4,2,2,<=35K,26-35,8+ yrs,No
932,36,Male,Divorced,4,Research & Development,Research Scientist,5,Travel_Rarely,No,77016,19.9,1,18,0,0,0,0,3,4,2,4,3,2,>60K,36-45,0-3 yrs,No
933,37,Male,Divorced,2,Human Resources,Human Resources Representative,3,Travel_Rarely,No,34269,20.5,2,16,0,0,0,0,3,3,3,3,3,2,<=35K,36-45,0-3 yrs,Yes
934,39,Female,Divorced,5,Research & Development,Research Director,1,Travel_Rarely,No,19308,12.5,0,19,19,0,1,1,3,1,4,3,4,2,<=35K,36-45,8+ yrs,No
935,35,Male,Divorced,3,Sales,Manager,1,Travel_Rarely,No,27434,15.9,0,17,0,0,0,0,3,3,4,4,2,2,<=35K,26-35,0-3 yrs,No
936,38,Male,Married,4,Sales,Sales Representative,1,Travel_Frequently,Yes,25958,17.6,0,17,2,2,2,2,3,2,4,1,3,3,<=35K,36-45,0-3 yrs,Yes
937,51,Male,Divorced,1,Sales,Manager,1,Travel_Rarely,Yes,20875,13.2,1,32,6,1,5,1,3,3,4,1,1,3,<=35K,46+,4-7 yrs,No
938,45,Male,Single,2,Human Resources,Human Resources Representative,3,Travel_Rarely,Yes,56379,17.0,0,27,12,0,3,3,3,3,1,4,4,4,35K-60K,36-45,8+ yrs,No
939,44,Male,Married,4,Sales,Manager,2,Travel_Rarely,No,30427,15.8,0,23,1,1,0,0,3,4,1,4,1,2,<=35K,36-45,0-3 yrs,No
940,32,Female,Single,1,Research & Development,Research Scientist,3,Travel_Rarely,Yes,50024,11.0,0,13,0,0,0,0,3,2,4,3,3,3,35K-60K,26-35,0-3 yrs,No
941,28,Male,Married,4,Sales,Sales Executive,3,Travel_Frequently,No,39553,16.9,1,6,4,4,2,1,3,2,3,1,2,3,35K-60K,26-35,4-7 yrs,No
942,45,Male,Single,1,Research & Development,Laboratory Technician,2,Travel_Frequently,No,32338,11.1,0,25,3,2,1,0,3,4,3,3,3,5,<=35K,36-45,0-3 yrs,Yes
943,44,Male,Divorced,3,Research & Development,Laboratory Technician,3,Travel_Rarely,No,55636,18.7,0,23,2,2,1,2,3,4,2,3,3,2,35K-60K,36-45,0-3 yrs,No
944,50,Male,Single,3,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10284,12.7,3,28,12,0,0,6,3,4,3,3,3,2,<=35K,46+,8+ yrs,No
945,31,Male,Single,3,Sales,Manager,2,Non-Travel,No,23108,14.6,3,12,8,2,1,2,3,3,3,3,3,2,<=35K,26-35,8+ yrs,No
946,34,Male,Married,4,Sales,Manager,3,Travel_Rarely,Yes,45779,20.3,0,16,11,4,3,0,3,1,2,1,3,3,35K-60K,26-35,8+ yrs,No
947,21,Male,Single,3,Sales,Sales Representative,1,Non-Travel,No,13186,17.0,1,1,1,1,1,0,3,4,3,3,3,5,<=35K,18-25,0-3 yrs,No
948,33,Male,Single,1,Research & Development,Research Scientist,1,Travel_Rarely,No,20193,11.2,1,14,7,1,1,3,3,1,3,4,2,3,<=35K,26-35,4-7 yrs,Yes
949,45,Male,Single,1,Research & Development,Research Director,4,Travel_Rarely,No,56373,11.4,0,24,22,2,4,0,3,1,4,4,2,4,35K-60K,36-45,8+ yrs,No
950,32,Male,Married,3,Research & Development,Research Director,3,Non-Travel,Yes,58747,13.0,0,12,5,5,0,3,4,2,4,1,3,3,35K-60K,26-35,4-7 yrs,No
951,42,Female,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,19682,16.7,1,20,1,1,1,0,3,3,4,3,3,0,<=35K,36-45,0-3 yrs,No
952,35,Female,Divorced,4,Research & Development,Healthcare Representative,3,Travel_Rarely,No,55029,16.5,0,15,15,4,8,3,3,1,4,1,2,5,35K-60K,26-35,8+ yrs,No
953,39,Male,Married,3,Sales,Sales Representative,3,Travel_Rarely,No,38881,12.1,0,17,4,0,0,4,3,4,2,4,3,2,35K-60K,36-45,4-7 yrs,No
954,26,Male,Married,3,Human Resources,Human Resources Representative,2,Travel_Rarely,Yes,15632,11.0,1,7,7,0,1,1,3,1,4,2,2,1,<=35K,26-35,4-7 yrs,No
955,37,Female,Married,3,Research & Development,Manager,1,Travel_Rarely,No,16903,16.2,1,19,0,0,0,0,3,1,3,4,3,6,<=35K,36-45,0-3 yrs,No
956,18,Male,Single,1,Research & Development,Healthcare Representative,4,Travel_Rarely,No,57963,14.5,1,0,0,0,0,0,3,3,4,4,4,2,35K-60K,18-25,0-3 yrs,No
957,35,Female,Married,3,Research & Development,Research Scientist,2,Non-Travel,No,21123,23.2,0,17,14,2,3,3,3,2,2,3,3,1,<=35K,26-35,8+ yrs,No
958,22,Female,Single,5,Sales,Sales Executive,1,Travel_Rarely,No,10000,15.3,1,4,4,1,0,1,3,4,4,2,3,2,<=35K,18-25,4-7 yrs,No
959,47,Male,Single,4,Sales,Sales Executive,2,Travel_Rarely,No,29933,21.9,0,27,2,1,0,0,3,4,1,4,3,3,<=35K,46+,0-3 yrs,No
960,43,Male,Divorced,3,Research & Development,Research Director,3,Travel_Frequently,No,52806,11.0,1,23,0,0,0,0,3,1,2,1,3,1,35K-60K,36-45,0-3 yrs,No
961,41,Female,Married,3,Sales,Sales Representative,1,Travel_Rarely,No,19679,11.0,1,23,2,2,2,2,4,4,4,1,3,2,<=35K,36-45,0-3 yrs,Yes
962,50,Male,Single,4,Research & Development,Research Director,2,Travel_Rarely,No,30453,11.1,1,29,2,0,2,2,3,4,4,2,3,3,<=35K,46+,0-3 yrs,No
963,28,Male,Single,3,Sales,Sales Executive,1,Travel_Rarely,Yes,18830,19.6,0,7,7,4,7,2,3,3,3,3,3,5,<=35K,26-35,4-7 yrs,Yes
964,52,Male,Divorced,1,Research & Development,Research Scientist,5,Travel_Frequently,No,74782,21.7,1,32,1,1,1,0,4,4,4,2,3,2,>60K,46+,0-3 yrs,No
965,45,Male,Divorced,1,Sales,Manager,1,Travel_Rarely,No,10000,12.3,2,27,0,0,0,0,4,4,1,4,3,3,<=35K,36-45,0-3 yrs,No
966,34,Female,Married,3,Research & Development,Research Director,2,Travel_Rarely,Yes,18632,13.5,1,16,2,1,2,0,3,1,4,2,4,3,<=35K,26-35,0-3 yrs,No
967,47,Female,Married,5,Research & Development,Manager,4,Travel_Rarely,No,58374,11.0,0,28,3,2,0,3,3,2,1,4,3,1,35K-60K,46+,0-3 yrs,No
968,26,Female,Married,4,Sales,Manager,1,Travel_Rarely,Yes,13714,11.0,1,8,5,5,2,0,3,3,4,1,3,2,<=35K,26-35,4-7 yrs,No
969,29,Male,Divorced,1,Research & Development,Laboratory Technician,5,Non-Travel,No,81807,17.9,0,8,7,1,2,1,3,1,3,3,3,3,>60K,26-35,4-7 yrs,No
970,31,Male,Divorced,2,Research & Development,Healthcare Representative,4,Travel_Rarely,No,66058,16.0,2,12,12,2,7,1,3,2,4,2,3,4,>60K,26-35,8+ yrs,No
971,32,Male,Single,4,Research & Development,Research Scientist,4,Non-Travel,Yes,64841,15.2,1,11,2,1,1,2,3,3,3,4,3,2,>60K,26-35,0-3 yrs,Yes
972,27,Male,Divorced,4,Human Resources,Manager,1,Travel_Rarely,No,12757,11.0,0,5,4,0,4,4,3,4,3,1,3,0,<=35K,26-35,4-7 yrs,No
973,48,Male,Single,3,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,33954,21.3,0,28,2,1,2,2,3,2,3,4,4,0,<=35K,46+,0-3 yrs,No
974,34,Female,Single,3,Sales,Manager,3,Travel_Rarely,No,48296,13.3,0,12,0,0,0,0,3,2,2,2,2,3,35K-60K,26-35,0-3 yrs,No
975,40,Female,Married,1,Sales,Manager,5,Travel_Rarely,No,79201,17.2,2,20,5,3,5,0,3,4,1,4,3,3,>60K,36-45,4-7 yrs,No
976,31,Male,Married,4,Sales,Manager,1,Travel_Rarely,No,10000,11.0,0,10,10,0,4,3,3,3,4,2,3,3,<=35K,26-35,8+ yrs,No
977,20,Female,Divorced,4,Research & Development,Healthcare Representative,3,Travel_Rarely,Yes,38325,14.5,1,0,0,0,0,0,3,4,3,1,3,3,35K-60K,18-25,0-3 yrs,Yes
978,39,Male,Single,2,Sales,Sales Representative,2,Travel_Rarely,Yes,24471,16.3,2,17,0,0,0,0,3,4,3,4,3,5,<=35K,36-45,0-3 yrs,Yes
979,19,Male,Married,4,Research & Development,Research Director,1,Non-Travel,No,15946,16.4,0,0,0,0,0,0,3,4,1,2,3,6,<=35K,18-25,0-3 yrs,Yes
980,36,Female,Divorced,2,Research & Development,Manager,2,Travel_Rarely,No,23573,15.8,0,16,6,6,4,1,4,3,1,3,3,3,<=35K,36-45,4-7 yrs,No
981,24,Male,Divorced,1,Research & Development,Healthcare Representative,3,Non-Travel,Yes,44694,17.0,1,5,3,1,2,3,3,2,3,1,2,3,35K-60K,18-25,0-3 yrs,No
982,54,Female,Single,2,Research & Development,Healthcare Representative,2,Travel_Rarely,Yes,28315,11.0,0,36,6,4,0,5,4,1,4,4,3,1,<=35K,46+,4-7 yrs,Yes
983,45,Female,Married,2,Sales,Sales Representative,2,Travel_Rarely,Yes,28726,15.9,0,26,18,2,3,7,3,4,3,3,2,2,<=35K,36-45,8+ yrs,No
984,37,Male,Married,3,Sales,Manager,5,Travel_Rarely,No,69268,15.6,0,16,1,1,0,1,4,4,1,1,3,3,>60K,36-45,0-3 yrs,No
985,48,Female,Single,3,Research & Development,Healthcare Representative,2,Travel_Rarely,No,24888,16.1,1,26,1,1,1,1,3,1,1,4,4,6,<=35K,46+,0-3 yrs,Yes
986,29,Male,Divorced,3,Research & Development,Research Director,2,Travel_Rarely,Yes,21357,15.5,2,9,1,0,1,1,3,1,4,1,2,1,<=35K,26-35,0-3 yrs,Yes
987,41,Male,Divorced,3,Research & Development,Research Scientist,2,Travel_Rarely,No,33040,11.0,0,22,7,2,7,0,3,4,4,3,2,4,<=35K,36-45,4-7 yrs,Yes
988,38,Male,Single,2,Research & Development,Research Scientist,2,Travel_Rarely,Yes,34568,11.0,0,16,2,1,1,0,3,1,4,3,1,6,<=35K,36-45,0-3 yrs,No
989,39,Male,Single,1,Sales,Sales Representative,3,Travel_Rarely,No,38835,11.0,0,17,17,0,6,0,3,1,1,4,3,4,35K-60K,36-45,8+ yrs,No
990,48,Female,Single,3,Research & Development,Laboratory Technician,4,Travel_Frequently,No,72165,18.2,1,30,7,5,0,0,3,4,4,1,2,4,>60K,46+,4-7 yrs,No
991,43,Male,Divorced,3,Research & Development,Research Scientist,2,Travel_Rarely,No,27483,18.3,0,23,2,1,2,0,3,1,4,3,3,2,<=35K,36-45,0-3 yrs,No
992,39,Female,Single,2,Research & Development,Healthcare Representative,3,Travel_Frequently,No,57241,18.3,2,17,0,0,0,0,4,1,4,3,3,0,35K-60K,36-45,0-3 yrs,No
993,21,Male,Married,4,Sales,Sales Representative,1,Non-Travel,No,10000,16.3,0,1,1,1,1,1,3,3,1,3,3,2,<=35K,18-25,0-3 yrs,Yes
994,28,Male,Married,4,Research & Development,Healthcare Representative,1,Travel_Rarely,No,10000,11.0,2,9,2,2,2,1,3,4,4,3,3,4,<=35K,26-35,0-3 yrs,Yes
995,35,Female,Married,4,Research & Development,Healthcare Representative,2,Travel_Rarely,No,33217,11.4,1,13,13,13,5,1,3,3,3,2,4,1,<=35K,26-35,8+ yrs,Yes
996,37,Male,Single,3,Sales,Sales Representative,1,Travel_Rarely,No,16988,15.8,1,15,3,3,3,1,3,3,3,3,2,2,<=35K,36-45,0-3 yrs,No
997,26,Male,Single,2,Human Resources,Human Resources Representative,1,Travel_Rarely,Yes,15275,15.7,0,7,2,0,1,0,3,3,3,4,3,3,<=35K,26-35,0-3 yrs,No
998,58,Male,Divorced,4,Sales,Sales Executive,2,Travel_Rarely,No,24862,14.4,1,38,5,5,4,0,3,3,4,3,2,3,<=35K,46+,4-7 yrs,No
999,50,Male,Divorced,2,Human Resources,Manager,1,Travel_Rarely,No,14723,16.6,0,30,0,0,0,0,3,1,4,1,2,3,<=35K,46+,0-3 yrs,No
1000,42,Male,Divorced,3,Research & Development,Research Director,2,Travel_Rarely,Yes,25909,15.2,0,20,4,0,0,4,3,1,4,2,3,6,<=35K,36-45,4-7 yrs,No
1001,37,Female,Single,1,Sales,Sales Executive,2,Travel_Rarely,Yes,27581,15.6,0,18,0,0,0,0,3,3,4,3,3,0,<=35K,36-45,0-3 yrs,Yes
1002,34,Male,Married,4,Research & Development,Research Scientist,2,Travel_Rarely,No,36733,12.8,2,13,5,5,5,1,3,4,3,3,1,3,35K-60K,26-35,4-7 yrs,No
1003,28,Male,Married,2,Research & Development,Healthcare Representative,4,Travel_Rarely,Yes,61473,18.8,1,8,4,4,1,0,3,4,4,1,3,3,>60K,26-35,4-7 yrs,No
1004,37,Female,Single,4,Research & Development,Research Director,3,Travel_Rarely,No,49879,13.6,1,16,4,0,4,1,3,4,2,3,4,2,35K-60K,36-45,4-7 yrs,No
1005,39,Male,Divorced,4,Research & Development,Research Scientist,2,Travel_Frequently,No,28145,11.0,1,17,6,4,4,2,3,4,2,4,2,3,<=35K,36-45,4-7 yrs,No
1006,25,Female,Married,3,Research & Development,Research Director,4,Travel_Rarely,No,57263,12.3,0,4,0,0,0,0,4,1,4,1,3,3,35K-60K,18-25,0-3 yrs,No
1007,39,Male,Single,4,Research & Development,Healthcare Representative,3,Non-Travel,No,35772,13.9,2,18,3,1,1,0,3,4,1,4,3,3,35K-60K,36-45,0-3 yrs,No
1008,35,Male,Divorced,3,Research & Development,Research Director,1,Non-Travel,No,12039,18.9,1,15,3,3,3,3,3,4,4,4,2,1,<=35K,26-35,0-3 yrs,No
1009,19,Female,Divorced,4,Sales,Sales Representative,1,Travel_Rarely,No,10000,15.0,1,0,0,0,0,0,3,3,4,1,3,4,<=35K,18-25,0-3 yrs,No
1010,29,Male,Single,3,Research & Development,Manager,3,Non-Travel,Yes,40278,14.5,0,8,8,0,1,2,3,2,3,2,2,5,35K-60K,26-35,8+ yrs,No
1011,33,Female,Married,4,Sales,Sales Executive,2,Non-Travel,No,29345,11.0,3,13,0,0,0,0,3,3,4,3,1,1,<=35K,26-35,0-3 yrs,No
1012,54,Male,Single,3,Human Resources,Manager,3,Travel_Rarely,Yes,49509,18.1,2,33,7,0,2,2,3,3,3,2,2,2,35K-60K,46+,4-7 yrs,No
1013,41,Male,Married,4,Human Resources,Manager,3,Travel_Rarely,Yes,42850,12.8,1,21,3,1,2,2,3,2,1,4,2,3,35K-60K,36-45,0-3 yrs,No
1014,24,Male,Single,3,Sales,Sales Executive,3,Travel_Rarely,No,47781,14.8,0,2,2,0,2,0,3,3,2,2,2,1,35K-60K,18-25,0-3 yrs,No
1015,41,Male,Married,3,Research & Development,Research Scientist,5,Travel_Rarely,Yes,57561,20.7,1,22,8,3,2,1,4,4,4,2,2,3,35K-60K,36-45,8+ yrs,No
1016,22,Female,Divorced,4,Human Resources,Manager,2,Travel_Rarely,No,29545,17.1,1,2,1,1,1,0,3,4,4,1,3,2,<=35K,18-25,0-3 yrs,No
1017,46,Male,Married,4,Sales,Sales Executive,1,Travel_Rarely,Yes,10000,11.0,0,26,8,1,8,0,3,1,3,2,3,5,<=35K,46+,8+ yrs,Yes
1018,32,Female,Single,3,Research & Development,Research Director,3,Travel_Rarely,Yes,35333,11.0,0,11,0,0,0,0,3,2,1,2,4,2,35K-60K,26-35,0-3 yrs,No
1019,36,Female,Married,2,Human Resources,Human Resources Representative,1,Travel_Frequently,Yes,13502,15.0,0,14,3,0,3,2,3,3,2,3,2,6,<=35K,36-45,0-3 yrs,No
1020,48,Male,Married,3,Sales,Sales Representative,3,Non-Travel,Yes,55210,11.0,1,30,8,6,8,0,3,4,3,1,3,0,35K-60K,46+,8+ yrs,No
1021,25,Male,Divorced,5,Research & Development,Healthcare Representative,5,Travel_Rarely,No,77969,17.6,0,7,1,1,1,0,3,3,3,3,4,1,>60K,18-25,0-3 yrs,No
1022,24,Female,Married,4,Sales,Sales Executive,3,Travel_Rarely,No,45145,15.4,0,5,5,1,1,2,3,4,3,2,1,2,35K-60K,18-25,4-7 yrs,No
1023,31,Female,Single,4,Human Resources,Human Resources Representative,2,Travel_Frequently,No,29843,15.8,1,9,1,0,1,1,3,1,4,4,3,4,<=35K,26-35,0-3 yrs,No
1024,46,Male,Single,1,Human Resources,Human Resources Representative,2,Travel_Rarely,No,24290,12.6,1,26,9,0,0,4,3,3,4,2,3,3,<=35K,46+,8+ yrs,Yes
1025,23,Male,Married,3,Human Resources,Human Resources Representative,2,Travel_Rarely,Yes,25648,21.6,0,5,3,3,1,3,3,4,2,2,4,4,<=35K,18-25,0-3 yrs,No
1026,18,Male,Single,3,Research & Development,Research Scientist,2,Travel_Rarely,No,33419,25.0,0,0,0,0,0,0,3,3,3,1,3,2,<=35K,18-25,0-3 yrs,Yes
1027,32,Female,Married,4,Research & Development,Research Director,3,Travel_Rarely,Yes,33917,14.2,2,10,10,3,2,1,3,4,4,4,3,0,<=35K,26-35,8+ yrs,No
1028,41,Male,Single,1,Research & Development,Healthcare Representative,3,Travel_Rarely,No,49744,16.5,1,22,3,0,2,3,3,3,3,3,3,3,35K-60K,36-45,0-3 yrs,No
1029,47,Female,Married,4,Research & Development,Research Director,3,Travel_Rarely,No,41891,15.6,0,29,1,1,1,0,3,4,1,1,3,3,35K-60K,46+,0-3 yrs,No
1030,32,Male,Married,3,Research & Development,Research Director,1,Travel_Rarely,No,21604,14.2,2,11,11,7,0,0,4,1,2,2,3,1,<=35K,26-35,8+ yrs,No
1031,33,Male,Divorced,2,Sales,Sales Representative,2,Non-Travel,No,37688,12.1,0,12,1,1,1,1,3,1,4,4,3,2,35K-60K,26-35,0-3 yrs,No
1032,47,Male,Divorced,3,Research & Development,Research Scientist,3,Non-Travel,No,31615,11.2,3,25,5,2,2,1,3,1,1,4,3,3,<=35K,46+,4-7 yrs,No
1033,19,Male,Single,2,Sales,Sales Executive,2,Travel_Rarely,No,25347,11.0,0,0,0,0,0,0,3,3,4,3,1,2,<=35K,18-25,0-3 yrs,No
1034,33,Male,Married,3,Sales,Sales Representative,2,Non-Travel,No,23155,16.7,0,13,6,3,1,2,3,2,3,3,3,4,<=35K,26-35,4-7 yrs,No
1035,38,Male,Single,1,Sales,Sales Representative,3,Travel_Rarely,No,30498,13.3,0,20,1,0,1,0,3,4,1,3,3,2,<=35K,36-45,0-3 yrs,Yes
1036,40,Male,Married,2,Research & Development,Research Scientist,3,Travel_Rarely,No,36739,11.0,0,19,0,0,0,0,3,4,4,1,3,3,35K-60K,36-45,0-3 yrs,No
1037,32,Male,Married,4,Research & Development,Manager,2,Travel_Rarely,No,49530,16.8,1,11,1,0,1,1,3,3,1,4,3,3,35K-60K,26-35,0-3 yrs,No
1038,37,Male,Divorced,2,Research & Development,Research Scientist,4,Travel_Rarely,No,64876,15.1,1,18,2,2,0,1,3,2,3,4,4,3,>60K,36-45,0-3 yrs,No
1039,18,Female,Divorced,2,Sales,Sales Representative,1,Travel_Rarely,Yes,30338,20.2,2,0,0,0,0,0,3,4,2,3,3,3,<=35K,18-25,0-3 yrs,Yes
1040,30,Male,Married,3,Research & Development,Research Director,5,Non-Travel,No,81632,16.6,0,11,9,9,0,0,4,3,4,4,3,4,>60K,26-35,8+ yrs,No
1041,41,Male,Married,3,Research & Development,Healthcare Representative,1,Non-Travel,No,10000,11.0,0,23,2,0,2,2,3,4,4,3,4,3,<=35K,36-45,0-3 yrs,No
1042,27,Male,Divorced,4,Research & Development,Healthcare Representative,1,Non-Travel,No,11945,11.0,0,8,8,1,8,1,3,4,1,1,3,4,<=35K,26-35,8+ yrs,No
1043,37,Female,Divorced,3,Research & Development,Laboratory Technician,4,Travel_Frequently,Yes,64707,12.5,0,16,11,0,0,3,3,4,4,2,2,3,>60K,36-45,8+ yrs,No
1044,40,Male,Single,4,Research & Development,Manager,1,Non-Travel,No,18500,12.9,1,21,14,1,3,8,4,3,1,3,3,1,<=35K,36-45,8+ yrs,No
1045,33,Female,Married,3,Research & Development,Manager,3,Travel_Rarely,No,40381,18.7,0,12,2,0,2,2,3,4,3,1,3,2,35K-60K,26-35,0-3 yrs,No
1046,38,Female,Married,2,Research & Development,Manager,3,Non-Travel,No,32920,15.2,1,16,5,1,0,0,4,3,3,3,3,2,<=35K,36-45,4-7 yrs,No
1047,28,Female,Single,2,Sales,Sales Executive,4,Non-Travel,No,86302,19.4,1,7,2,2,1,0,3,3,3,1,3,1,>60K,26-35,0-3 yrs,No
1048,35,Male,Single,3,Sales,Manager,5,Travel_Rarely,No,73870,11.0,0,14,1,0,0,1,3,3,2,2,3,3,>60K,26-35,0-3 yrs,No
1049,42,Female,Single,3,Research & Development,Research Director,2,Travel_Rarely,Yes,27394,18.8,1,21,5,1,1,4,3,3,1,4,3,3,<=35K,36-45,4-7 yrs,No
1050,38,Male,Married,4,Sales,Sales Executive,3,Travel_Frequently,Yes,45906,17.9,0,16,10,7,0,1,3,3,3,4,3,3,35K-60K,36-45,8+ yrs,No
1051,31,Male,Single,3,Research & Development,Manager,1,Travel_Frequently,No,13058,11.0,0,11,0,0,0,0,3,4,1,3,3,3,<=35K,26-35,0-3 yrs,No
1052,38,Female,Single,3,Research & Development,Manager,2,Travel_Rarely,No,30981,20.1,1,17,1,0,1,1,3,2,4,3,4,3,<=35K,36-45,0-3 yrs,No
1053,43,Male,Single,2,Human Resources,Human Resources Representative,4,Travel_Rarely,Yes,70295,15.5,0,23,1,1,1,0,3,3,1,4,4,0,>60K,36-45,0-3 yrs,No
1054,18,Female,Divorced,2,Research & Development,Manager,2,Travel_Rarely,No,29003,16.7,0,0,0,0,0,0,3,4,3,4,2,1,<=35K,18-25,0-3 yrs,No
1055,47,Male,Divorced,3,Human Resources,Human Resources Representative,2,Travel_Rarely,No,20698,12.0,1,28,16,1,5,0,3,4,3,1,3,3,<=35K,46+,8+ yrs,No
1056,33,Female,Married,3,Research & Development,Research Director,2,Travel_Frequently,No,28706,19.9,0,13,0,0,0,0,3,2,3,3,3,2,<=35K,26-35,0-3 yrs,Yes
1057,40,Male,Married,3,Research & Development,Healthcare Representative,3,Travel_Rarely,No,41284,11.0,1,22,2,2,1,0,3,4,4,3,3,1,35K-60K,36-45,0-3 yrs,No
1058,47,Male,Divorced,2,Research & Development,Research Scientist,5,Travel_Rarely,Yes,86391,18.3,1,28,14,5,1,9,3,4,3,3,3,2,>60K,46+,8+ yrs,No
1059,24,Male,Single,3,Research & Development,Laboratory Technician,1,Travel_Rarely,No,24368,18.2,0,3,2,2,1,1,4,3,1,1,2,2,<=35K,18-25,0-3 yrs,No
1060,30,Female,Single,4,Research & Development,Research Scientist,2,Non-Travel,No,30860,11.6,2,9,7,0,3,0,3,4,4,4,4,0,<=35K,26-35,4-7 yrs,No
1061,34,Male,Single,2,Research & Development,Manager,4,Travel_Frequently,No,49770,22.5,1,13,0,0,0,0,3,3,1,2,3,2,35K-60K,26-35,0-3 yrs,No
1062,29,Male,Single,3,Human Resources,Human Resources Representative,2,Travel_Rarely,No,20192,16.1,0,7,3,1,1,3,3,4,3,2,4,0,<=35K,26-35,0-3 yrs,No
1063,52,Male,Married,5,Research & Development,Research Director,1,Travel_Rarely,No,15120,17.6,0,30,4,1,2,1,3,3,4,2,2,0,<=35K,46+,4-7 yrs,Yes
1064,29,Female,Divorced,3,Research & Development,Research Director,2,Non-Travel,No,32690,11.0,2,7,7,0,3,3,3,2,2,1,3,4,<=35K,26-35,4-7 yrs,No
1065,31,Male,Married,3,Research & Development,Research Scientist,2,Travel_Rarely,No,27003,23.0,0,9,2,1,2,0,3,3,3,4,3,2,<=35K,26-35,0-3 yrs,No
1066,38,Male,Married,1,Research & Development,Healthcare Representative,1,Non-Travel,No,11158,11.0,1,20,1,1,1,0,3,3,1,3,3,3,<=35K,36-45,0-3 yrs,Yes
